trajectory,eps_m,t_s,min_samples,n_points,step_n_stops,step_n_moves,step_mean_stop_s,step_mean_move_pts,step_wall_s,step_wall_p25_s,step_wall_p75_s,stss_n_stops,stss_n_moves,stss_mean_stop_s,stss_mean_move_pts,stss_wall_s,stss_wall_p25_s,stss_wall_p75_s,f1,precision,recall,matched_iou_mean
8354596,10.0,10.0,5,385,0,1,0.0,385.0,0.0013934000000000002,0.0013767999999999999,0.0014845,0,1,0.0,385.0,0.00589435,0.005482775,0.006305925,nan,nan,nan,nan
10752853,10.0,15.0,8,615,1,2,48.0,283.0,0.0029095999999999996,0.0027975,0.0030792,2,2,21.5,285.0,0.038633549999999996,0.038585525,0.038681574999999996,0.0,0.0,0.0,0.0
10752864,10.0,15.0,8,232,3,3,25.666666666666668,50.666666666666664,0.0015884,0.0015811,0.0016108,6,6,17.833333333333332,19.833333333333332,0.0916787,0.08901094999999999,0.09434645000000001,0.6666666666666666,1.0,0.5,0.8268398268398268
10752951,10.0,15.0,8,610,0,1,0.0,610.0,0.0023217,0.0023175,0.0023782,0,1,0.0,610.0,0.007173649999999999,0.007109224999999999,0.007238075000000001,nan,nan,nan,nan
10892045,10.0,15.0,8,323,5,5,22.4,41.2,0.0021685,0.0021479,0.0024292,7,6,19.714285714285715,29.666666666666668,0.09719359999999999,0.09624364999999999,0.09814355,0.8333333333333333,1.0,0.7142857142857143,0.8698811665916928
10934834,10.0,15.0,8,242,2,2,22.0,98.0,0.0012721,0.0012388,0.0012919000000000001,2,2,23.0,97.0,0.03719455,0.037111124999999995,0.037277975000000005,1.0,1.0,1.0,0.967741935483871
10934933,10.0,15.0,8,423,5,5,21.6,62.0,0.0027443000000000003,0.0027156999999999997,0.0027606999999999996,6,6,22.333333333333332,47.166666666666664,0.1073877,0.10720764999999999,0.10756775000000002,0.9090909090909091,1.0,0.8333333333333334,0.9370033670033671
10935081,10.0,15.0,8,278,4,4,24.75,43.75,0.0017007,0.0016017,0.0018838,4,4,26.25,42.25,0.07094915,0.070668575,0.071229725,1.0,1.0,1.0,0.9445191158900836
10935136,10.0,15.0,8,308,2,2,29.5,123.5,0.0016977000000000001,0.0016931,0.0017258,2,2,18.0,135.0,0.058263249999999996,0.057910325000000006,0.05861617499999999,0.5,0.5,0.5,1.0
10935148,10.0,15.0,8,237,2,2,81.5,36.0,0.0026964000000000003,0.0026369,0.0029815,4,4,17.25,41.0,0.1169988,0.11600814999999999,0.11798945,0.0,0.0,0.0,0.0
10935358,10.0,15.0,8,636,6,7,32.0,62.57142857142857,0.004477699999999999,0.0043563000000000004,0.0045475,7,7,23.0,66.85714285714286,0.1664404,0.16593215,0.16694865,0.4615384615384615,0.5,0.42857142857142855,0.9433690368649718
10935638,10.0,15.0,8,228,0,1,0.0,228.0,0.0012211,0.0012009000000000002,0.0012984000000000001,1,2,15.0,106.0,0.031417049999999995,0.031412675,0.031421424999999996,0.0,0.0,0.0,0.0
10935844,10.0,15.0,8,607,1,2,24.0,291.0,0.002378,0.0023744,0.0023966,1,2,25.0,290.5,0.027719849999999997,0.027632524999999998,0.027807175,1.0,1.0,1.0,0.96
