trajectory,dp_epsilon_m,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_mean_sed_m,move_max_sed_m,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
10752853,2.5,615,1,0,615,49,12.551020408163266,27.961028251775108,129.68956925673209,5.227479674796748,4.9312195121951214,5.515121951219513
10752864,2.5,232,2,1,184,12,15.333333333333334,20.009390845723686,59.21975742405411,3.628804347826087,3.4880434782608694,3.677717391304348
10752951,2.5,610,1,0,610,59,10.338983050847459,5.597450048157408,27.31304887801043,7.670327868852459,6.8919672131147545,8.231147540983606
10892045,2.5,323,2,1,275,14,19.642857142857142,28.752810526043127,97.35508908621483,2.925818181818182,2.8625454545454545,3.034909090909091
10934834,2.5,242,2,1,208,14,14.857142857142858,17.834645504331966,79.86403679107248,2.6235576923076924,2.6158653846153848,2.639423076923077
10934933,2.5,423,2,1,391,14,27.928571428571427,25.288024625273927,106.92200686019928,2.5946291560102304,2.548849104859335,2.657289002557545
10935081,2.5,278,2,1,244,11,22.181818181818183,47.10754602669542,161.18335961459283,2.3651639344262296,2.360655737704918,2.404098360655738
10935136,2.5,308,1,1,258,5,51.6,54.27807575629805,138.36283216062105,1.8786821705426355,1.8724806201550388,1.9027131782945736
10935148,2.5,237,2,2,152,4,38.0,16.61107045189612,48.29752297059735,0.7671052631578947,0.7651315789473684,0.7697368421052632
10935358,2.5,636,4,3,526,44,11.954545454545455,12.919321840040485,82.7150989232117,3.976045627376426,3.717680608365019,5.4600760456273765
10935638,2.5,228,1,0,228,7,32.57142857142857,18.394358040795957,62.876007586175085,3.759649122807018,3.3289473684210527,4.5135964912280695
10935844,2.5,607,1,0,607,57,10.649122807017545,13.33362229321836,138.60224048413548,5.567710049423393,5.5660626029654034,6.342998352553542
10969051,2.5,601,1,0,601,92,6.532608695652174,4.797358326593964,39.85447675332679,6.7810316139767055,6.05657237936772,6.857237936772046
11058912,2.5,601,1,0,601,74,8.121621621621621,7.999165938741453,65.03546415477406,6.903660565723794,6.124792013311148,6.996173044925125
11071635,2.5,423,1,0,423,26,16.26923076923077,33.64605763873876,176.75013450198142,5.319385342789598,4.670212765957447,5.54113475177305
11071677,2.5,459,2,1,427,10,42.7,52.47540818187981,209.88184244051027,2.459953161592506,2.4421545667447306,2.492271662763466
11071727,2.5,411,1,0,411,23,17.869565217391305,17.687518395831113,106.31894130258378,4.785644768856448,4.67007299270073,4.934306569343065
11071733,2.5,257,1,0,257,22,11.681818181818182,6.912260025353163,41.70406066164103,4.492217898832685,4.37431906614786,4.624513618677042
11071965,2.5,535,4,3,431,24,17.958333333333332,36.24671237957479,241.41862451455083,3.292111368909513,2.617401392111369,3.8064965197215774
11092058,2.5,446,1,1,397,27,14.703703703703704,25.204401047360456,106.48152862414456,4.396725440806045,4.19647355163728,4.444332493702771
11092072,2.5,247,1,0,247,32,7.71875,10.893860023275037,47.5214194747012,4.587854251012146,4.280161943319838,4.901214574898785
4300268,2.5,961,5,5,439,19,23.105263157894736,21.968808303586833,102.55935557542934,2.6840546697038725,1.948974943052392,3.194077448747153
4303167,2.5,610,4,3,503,25,20.12,23.94504355668491,124.30673169283158,2.8584493041749504,2.755666003976143,2.8884691848906563
4303201,2.5,600,1,0,600,73,8.219178082191782,16.386891652460935,125.11379402149649,5.315666666666667,5.094333333333333,5.350666666666667
4326816,2.5,606,6,6,373,27,13.814814814814815,12.720323102605828,74.2712494566882,2.221179624664879,2.188739946380697,2.2627345844504023
4453473,2.5,610,2,1,577,61,9.459016393442623,18.92977523105392,114.36263628109963,5.94263431542461,4.254419410745235,8.629462738301559
4636267,2.5,624,5,4,438,32,13.6875,15.417815225402705,69.15798556026928,2.8347031963470317,2.77648401826484,2.8826484018264837
4652239,2.5,601,4,3,481,30,16.033333333333335,18.736859622811313,96.39617167856449,3.112889812889813,3.075051975051975,3.1548856548856548
4660369,2.5,640,2,1,608,62,9.806451612903226,12.052433219765618,86.07496082522918,4.939802631578948,4.900493421052632,5.4965460526315795
4748312,2.5,624,5,4,418,21,19.904761904761905,12.090654484587883,54.61243880463529,2.443062200956938,1.986842105263158,2.940909090909091
4748313,2.5,770,5,4,528,42,12.571428571428571,9.223374979277018,60.3927768277979,3.3075757575757576,3.157007575757576,4.129166666666666
4779685,2.5,669,6,5,397,36,11.027777777777779,6.746185295732984,38.70670655033948,3.2307304785894204,3.0458438287153653,3.586146095717884
4792372,2.5,609,3,3,468,11,42.54545454545455,42.569965370393305,155.0430398719643,1.2155982905982905,1.2134615384615384,1.2209401709401708
4793806,2.5,609,2,1,556,25,22.24,16.61083810188779,71.05228887948901,3.6233812949640285,3.5883093525179857,3.7276978417266187
4798549,2.5,661,6,5,471,48,9.8125,5.423472670842398,37.48943500412041,3.223779193205945,3.1885350318471337,3.4494692144373675
4944723,2.5,650,5,5,449,44,10.204545454545455,4.505332587197222,29.154264964170945,3.263251670378619,3.2630289532293983,3.361024498886414
4981908,2.5,251,1,0,251,9,27.88888888888889,21.68348784783426,97.66231405388633,3.594820717131474,3.3529880478087652,4.378884462151394
5084249,2.5,600,1,0,600,40,15.0,38.134348568718764,306.09847681685676,5.349833333333334,5.142833333333333,6.1738333333333335
5133027,2.5,628,4,4,444,33,13.454545454545455,7.804039755820212,58.54621865349189,3.8903153153153154,3.5547297297297296,4.098873873873874
5285957,2.5,387,2,1,352,16,22.0,19.94800753004654,138.9728782850978,2.725,2.7076704545454544,2.7573863636363636
5286334,2.5,342,1,0,342,30,11.4,11.798116781656647,62.47103165891354,4.118713450292398,4.076608187134503,4.27719298245614
5395622,2.5,231,2,1,196,25,7.84,17.257773422363556,88.27487697131379,3.7653061224489797,3.7632653061224492,3.79234693877551
5538668,2.5,617,1,0,617,77,8.012987012987013,4.875918962556117,80.25447642050683,6.090923824959481,5.871636952998379,6.227228525121555
5670672,2.5,264,3,3,121,13,9.307692307692308,1.9332104837234003,6.093895694252744,2.479338842975207,2.463636363636364,2.481818181818182
5729758,2.5,253,1,0,253,21,12.047619047619047,6.542861791201113,32.16912857816815,5.096837944664031,4.773517786561265,6.122529644268774
5763820,2.5,989,3,4,447,30,14.9,12.895644772548815,97.80061599469764,3.5715883668903805,3.1069351230425055,4.07069351230425
5917923,2.5,272,1,0,272,46,5.913043478260869,2.1926083306560584,10.408376082470925,5.895955882352942,5.3691176470588236,6.069117647058824
5936666,2.5,602,3,2,536,25,21.44,19.78158783347509,95.56885005078354,2.7509328358208953,2.7457089552238805,2.797574626865672
