trajectory,strategy,n_stops,n_stop_points,avg_sed_m,max_sed_m,p95_sed_m,latency_us_per_stop,latency_us_per_point,latency_p25_us_per_point,latency_p75_us_per_point
6920600,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
6920600,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6920600,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6920600,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6922501,centroid,1,34,1.8271761614340383,11.349465261273298,6.606260372097683,7.2,0.21176470588235294,0.20882352941176469,0.22647058823529412
6922501,medoid,1,34,1.6927238383172887,11.402874896357728,6.788331481349513,301.3,8.861764705882353,8.776470588235293,8.991176470588234
6922501,snap_to_nearest,1,34,1.7495268886388946,11.677312652755724,6.629217963209598,13.2,0.388235294117647,0.38235294117647056,0.3911764705882353
6922501,first_point,1,34,6.527063406789303,16.730583336954204,10.845455362803515,2.1,0.061764705882352944,0.058823529411764705,0.06470588235294118
6922622,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
6922622,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6922622,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6922622,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6941418,centroid,1,31,2.282539427332639,10.695948312781388,7.462893657066297,5.4,0.17419354838709677,0.16451612903225804,0.17419354838709677
