trajectory,gamma_mps,k,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_retention_ratio,e_match_rate,v_match_rate,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
10935148,2.0,3,237,2,3,66,13,13.655172413793103,0.19696969696969696,0.0,0.2,4.880303030303031,nan,nan
10935358,2.0,3,636,4,3,506,137,14.809756097560976,0.2707509881422925,0.042735042735042736,0.8823529411764706,9.142094861660079,nan,nan
10935638,2.0,3,228,1,0,228,61,14.869565217391305,0.2675438596491228,0.0,1.0,9.925,nan,nan
10935844,2.0,3,607,1,0,607,141,18.581632653061224,0.23228995057660626,0.0,0.6111111111111112,7.731301482701811,nan,nan
10969051,2.0,3,601,1,0,601,99,26.711111111111112,0.16472545757071547,0.0,0.8888888888888888,5.572712146422629,nan,nan
11058912,2.0,3,601,1,0,601,228,11.707792207792208,0.3793677204658902,0.17424242424242425,0.9629629629629629,6.047920133111481,nan,nan
11071635,2.0,3,423,2,1,377,84,18.694214876033058,0.22281167108753316,0.0273972602739726,1.0,5.676392572944297,nan,nan
11071677,2.0,3,459,2,1,406,93,18.73846153846154,0.229064039408867,0.011111111111111112,1.0,5.438177339901478,nan,nan
11071727,2.0,3,411,1,0,411,124,14.678571428571429,0.30170316301703165,0.07,1.0,10.44647201946472,nan,nan
11071733,2.0,3,257,1,0,257,62,17.325842696629213,0.24124513618677043,0.0,1.0,4.247470817120623,nan,nan
11071965,2.0,3,535,3,2,448,93,19.47826086956522,0.20758928571428573,0.0,1.0,5.968526785714286,nan,nan
11092058,2.0,3,446,1,1,399,82,22.58490566037736,0.20551378446115287,0.028985507246376812,1.0,4.61578947368421,nan,nan
11092072,2.0,3,247,1,0,247,55,19.246753246753247,0.22267206477732793,0.0,1.0,5.614574898785425,nan,nan
4300268,2.0,3,961,5,4,431,77,20.203125,0.17865429234338748,0.0,0.5833333333333334,11.213921113689095,nan,nan
4303167,2.0,3,610,3,2,518,134,16.02061855670103,0.25868725868725867,0.0,0.8571428571428571,8.315637065637066,nan,nan
4303201,2.0,3,600,1,0,600,116,22.22222222222222,0.19333333333333333,0.0,1.0,8.5455,nan,nan
